occupation_code,occupation_name,task_id,task_description,weight_category,weight_percentage,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,justification
6-04-01-04,并条工,T008,清理并条机罗拉与导条器,Secondary,0.1,0.4,0.6,0.55,3,3,3,清洁工作涉及复杂机械结构，AI 可辅助规划路径，但人工需处理顽固污渍与死角。
6-04-01-04,并条工,T009,向班组长汇报生产异常与质量状况,Ancillary,0.05,0.7,0.8,0.4,4,4,3,汇报工作涉及语言沟通，AI 可生成报告，但人工需解释复杂背景与责任归属。
6-04-01-04,并条工,T010,整理并归档并条工艺记录文档,Ancillary,0.05,0.9,0.85,0.2,5,4,2,文档归档为标准化流程，AI 可全自动完成分类与存储，人工仅需偶尔抽查。
6-04-01-05,粗纱工,T001,操作粗纱机进行纤维加工,Primary,0.12,0.35,0.75,0.65,2,4,4,机器自动化可接管基础运行，但需人工监控异常与处理突发停机，AI 主要起辅助监控作用。
6-04-01-05,粗纱工,T002,执行纱线接头操作,Primary,0.12,0.2,0.5,0.8,2,3,4,接头涉及精细手部动作与触觉反馈，当前机器人难以完全替代，AI 可辅助定位但无法执行精细操作。
6-04-01-05,粗纱工,T003,执行落纱与换筒作业,Primary,0.12,0.4,0.6,0.6,3,3,3,涉及搬运重物与机械配合，自动化设备可辅助搬运，但人工需负责复杂环境下的灵活应对。
6-04-01-05,粗纱工,T004,执行巡回检查设备状态,Primary,0.12,0.3,0.7,0.7,2,4,4,AI 视觉系统可替代大部分巡检工作，但人工需对异常声音或气味进行最终确认与决策。
6-04-01-05,粗纱工,T005,监控熟条质量与工艺参数,Primary,0.12,0.45,0.8,0.55,3,4,3,参数监控高度依赖数据，AI 可实时分析，但人工需根据经验调整工艺以应对非标准化波动。
6-04-01-05,粗纱工,T006,处理粗纱机断头故障,Secondary,0.1,0.25,0.55,0.75,2,3,4,故障处理需灵活判断与手动复位，AI 可预警但无法完全自主修复复杂机械故障。
6-04-01-05,粗纱工,T007,维护粗纱机清洁与润滑,Secondary,0.1,0.5,0.4,0.5,3,3,3,清洁工作可部分自动化，但润滑与死角清理仍需人工介入，AI 辅助调度维护计划。
6-04-01-05,粗纱工,T008,记录生产数据与交接班信息,Secondary,0.1,0.85,0.9,0.2,4,5,2,数据记录与文档生成高度结构化，AI 可完全接管，人工仅需审核关键异常数据。
6-04-01-05,粗纱工,T009,协调班组生产进度与物料,Ancillary,0.05,0.6,0.7,0.4,3,4,3,物料协调涉及物流调度，AI 可优化路径，但人际沟通与突发协调仍需人工主导。
6-04-01-05,粗纱工,T010,执行安全规范与应急处理,Ancillary,0.05,0.3,0.6,0.7,2,3,4,安全应急需快速反应与道德判断，AI 可辅助报警，但现场处置依赖人工经验与责任感。
6-04-02-01,纺纱工,T001,操作细纱机进行纺纱作业,Primary,0.12,0.35,0.75,0.65,2,4,4,机器自动化程度高，但需人工监控异常和干预，AI 可辅助监控但无法完全替代人工判断。
6-04-02-01,纺纱工,T002,执行纱线接头操作,Primary,0.12,0.2,0.6,0.8,2,3,4,接头依赖精细手部动作和触觉反馈，当前机器人难以在高速动态下完美复现，需人机协作。
6-04-02-01,纺纱工,T003,执行落纱工序,Primary,0.12,0.4,0.7,0.6,3,4,3,落纱涉及搬运和换筒，自动化设备可辅助，但需人工处理非标准化摆放和清理。
6-04-02-01,纺纱工,T004,监控络筒机运行状态,Primary,0.12,0.5,0.85,0.5,3,4,3,状态监控高度依赖传感器数据，AI 可接管大部分预警，但人工需处理复杂故障。
6-04-02-01,纺纱工,T005,处理纱线断头与质量异常,Primary,0.12,0.3,0.65,0.75,2,4,4,断头处理需快速反应和精细操作，AI 难以应对所有突发非标准断头情况。
6-04-02-01,纺纱工,T006,检查纱线外观质量,Secondary,0.1,0.6,0.9,0.4,3,5,3,外观检查可被计算机视觉高度替代，AI 能显著提升检测速度和准确率。
6-04-02-01,纺纱工,T007,记录生产数据与报表,Secondary,0.1,0.95,0.95,0.05,5,5,1,数据记录是纯文本/数字处理，GenAI 和自动化脚本可完全接管，几乎无替代性。
6-04-02-01,纺纱工,T008,维护设备清洁与润滑,Secondary,0.1,0.45,0.55,0.55,3,3,3,清洁维护涉及非结构化环境，机器人难以灵活应对复杂角落，需人工辅助。
6-04-02-01,纺纱工,T009,协助团队协调生产进度,Ancillary,0.05,0.7,0.8,0.3,4,4,2,进度协调依赖沟通，AI 可优化排程，但人际协调和突发沟通仍需人工。
6-04-02-01,纺纱工,T010,整理车间物料与工具,Ancillary,0.05,0.55,0.6,0.45,3,3,3,物料整理涉及物理搬运和空间判断，自动化程度有限，需人工配合。
6-04-02-02,缫丝工,T001,Inspect raw silk cocoons,Primary,0.12,0.35,0.65,0.75,2,4,4,"Visual inspection of cocoon quality requires tactile sensitivity and subtle judgment that cameras struggle to replicate fully, though AI can assist with defect detection."
6-04-02-02,缫丝工,T002,Thread silk filaments manually,Primary,0.12,0.2,0.55,0.8,2,3,4,"Manual threading relies on fine motor skills and real-time tactile feedback to handle delicate filaments without breakage, which is difficult for robots to automate."
6-04-02-02,缫丝工,T003,Monitor water temperature and viscosity,Primary,0.12,0.7,0.9,0.4,4,5,3,"Monitoring environmental parameters is highly automatable via sensors and AI control systems, significantly reducing human monitoring burden."
6-04-02-02,缫丝工,T004,Repair broken silk threads,Primary,0.12,0.25,0.6,0.75,2,3,4,"Repairing broken threads requires dexterity and immediate decision-making based on thread tension, which remains a human-dominated task."
6-04-02-02,缫丝工,T005,Sort and bundle finished silk,Primary,0.12,0.4,0.7,0.6,3,4,3,Sorting involves visual classification and manual bundling; AI can assist with sorting logic but physical handling still requires human intervention.
6-04-02-02,缫丝工,T006,Adjust machine tension settings,Secondary,0.1,0.8,0.85,0.3,4,4,2,Machine adjustment is rule-based and can be largely automated through feedback loops and AI-driven process control.
6-04-02-02,缫丝工,T007,Record production batch data,Secondary,0.1,0.95,0.9,0.1,5,5,1,Data recording is a high-language and logic task easily handled by AI agents with near-zero error rates.
6-04-02-02,缫丝工,T008,Clean equipment and work area,Secondary,0.1,0.5,0.6,0.5,3,3,3,"Cleaning involves unstructured physical movement; while robots exist, human flexibility in complex environments remains valuable."
6-04-02-02,缫丝工,T009,Report equipment anomalies,Ancillary,0.05,0.85,0.75,0.35,4,4,2,Reporting anomalies is a communication task easily automated via IoT alerts and natural language generation.
6-04-02-02,缫丝工,T010,Organize raw material storage,Ancillary,0.05,0.6,0.7,0.5,3,4,3,Storage organization involves physical logistics that can be partially automated but often requires human spatial judgment.
6-04-03-01,整经工,T001,操作整经机进行经轴上轴,Primary,0.12,0.25,0.75,0.8,2,4,4,机械操作自动化程度高，AI 可辅助控制，但物理上轴需人工介入。
6-04-03-01,整经工,T002,执行纱线接头操作,Primary,0.12,0.3,0.65,0.7,2,4,4,接头需精细手部动作与即时判断，现有机器人难以完全替代人工灵活性。
6-04-03-01,整经工,T003,处理断头故障,Primary,0.12,0.35,0.7,0.75,2,4,4,断头处理需快速响应与视觉识别，AI 可辅助定位，但修复动作依赖人工。
6-04-03-01,整经工,T004,监控整经工艺参数,Primary,0.12,0.6,0.85,0.6,3,4,3,参数监控属于数据读取与逻辑判断，AI 可完全接管并优化控制。
6-04-03-01,整经工,T005,检查经轴质量与张力,Primary,0.12,0.4,0.7,0.65,3,4,4,质量检查需触觉与视觉综合判断，AI 可辅助检测，但人工复核仍必要。
6-04-03-01,整经工,T006,维护整经机设备状态,Secondary,0.1,0.5,0.6,0.5,3,3,3,设备维护涉及复杂机械结构，AI 可预测故障，但物理维修需人工。
6-04-03-01,整经工,T007,记录生产数据与报表,Secondary,0.1,0.8,0.9,0.4,4,5,3,数据记录与报表生成高度依赖文本处理，AI 可完全自动化执行。
6-04-03-01,整经工,T008,协调班组生产进度,Secondary,0.1,0.45,0.55,0.6,3,3,3,进度协调涉及人际沟通与突发状况处理，AI 可辅助调度，但决策需人工。
6-04-03-01,整经工,T009,清理工作区域与废料,Ancillary,0.05,0.7,0.4,0.3,4,3,2,清理工作属重复性体力劳动，AI 机器人可逐步替代，但当前成本较高。
6-04-03-01,整经工,T010,传达工艺变更指令,Ancillary,0.05,0.75,0.8,0.5,4,4,3,指令传达依赖语言交互，AI 可高效执行，但需人工确认关键信息。
6-04-03-02,浆纱浆染工,T001,操作浆纱设备,Primary,0.12,0.35,0.75,0.65,2,4,4,设备操作涉及物理交互与实时状态监控，AI 可辅助控制但需人工处理突发机械故障。
6-04-03-02,浆纱浆染工,T002,执行调浆配方,Primary,0.12,0.4,0.8,0.6,3,4,3,配方计算可自动化，但原料混合的感官判断（粘度、色泽）仍需人工经验介入。
6-04-03-02,浆纱浆染工,T003,实施染色工艺,Primary,0.12,0.3,0.7,0.7,2,4,4,染色过程需实时监控温度与pH值，AI 可优化参数但无法完全替代人工对异常颜色的即时修正。
6-04-03-02,浆纱浆染工,T004,检测浆纱质量,Primary,0.12,0.45,0.65,0.55,3,4,3,视觉与触觉检测可被机器视觉辅助，但复杂瑕疵的定性判断仍依赖人工经验。
6-04-03-02,浆纱浆染工,T005,维护生产设备,Primary,0.12,0.2,0.5,0.8,2,3,4,设备维护涉及非结构化物理环境，AI 难以独立处理复杂的机械维修任务。
6-04-03-02,浆纱浆染工,T006,记录生产数据,Secondary,0.1,0.85,0.9,0.15,4,5,2,数据记录为结构化文本/数字处理，极易被AI自动化接管，人工仅需复核。
6-04-03-02,浆纱浆染工,T007,分析工艺异常,Secondary,0.1,0.55,0.7,0.45,3,4,3,异常分析需结合多源数据与现场经验，AI 提供诊断建议但决策责任在人工。
6-04-03-02,浆纱浆染工,T008,沟通生产进度,Secondary,0.1,0.75,0.6,0.25,4,3,2,进度汇报涉及语言交互，AI 可生成报告，但人际协调与责任确认需人工完成。
6-04-03-02,浆纱浆染工,T009,整理工作现场,Ancillary,0.05,0.3,0.4,0.3,2,3,2,现场整理涉及非标准化物理移动，目前机器人难以高效完成复杂环境下的整理任务。
6-04-03-02,浆纱浆染工,T010,查阅技术文档,Ancillary,0.05,0.9,0.85,0.1,5,4,1,文档查阅为纯信息检索，AI 可瞬间完成并高亮关键信息，人工仅需确认。
6-04-03-03,织布工,T001,操作织机进行织造,Primary,0.12,0.35,0.85,0.65,2,4,4,现代织机已高度自动化，AI 可接管控制逻辑，但物理装料与异常处理仍需人工介入。
6-04-03-03,织布工,T002,执行穿经工序,Primary,0.12,0.2,0.4,0.8,2,3,4,穿经涉及精细手部动作与线头处理，视觉识别与机械臂协同难度大，目前主要依赖人工。
6-04-03-03,织布工,T003,监控织机运行状态,Primary,0.12,0.45,0.75,0.55,3,4,3,AI 可实时分析传感器数据预测故障，但人工需对复杂突发状况进行最终判断与干预。
6-04-03-03,织布工,T004,处理断经断纬故障,Primary,0.12,0.3,0.6,0.7,2,3,4,非标准化故障修复需要触觉反馈与灵活的手部操作，AI 难以完全替代人工修复。
6-04-03-03,织布工,T005,执行落布与成品检查,Primary,0.12,0.4,0.7,0.6,3,4,3,自动化检测可识别大部分瑕疵，但复杂织物纹理与手感判断仍需人工经验辅助。
6-04-03-03,织布工,T006,维护织机基础部件,Secondary,0.1,0.5,0.5,0.5,3,3,3,常规保养可标准化，但精密部件的拆装与调试仍依赖技师经验。
6-04-03-03,织布工,T007,记录生产数据与报表,Secondary,0.1,0.9,0.95,0.2,5,5,2,数据录入与报表生成是典型的数字化任务，AI 可完全自动化处理且效率极高。
6-04-03-03,织布工,T008,协调班组生产进度,Secondary,0.1,0.3,0.6,0.7,2,3,4,涉及人员调度与突发状况沟通，需要人际互动与情境判断，AI 仅能提供建议。
6-04-03-03,织布工,T009,清理工作区域与废料,Ancillary,0.05,0.6,0.4,0.4,3,3,3,清洁工作虽可自动化，但现场环境复杂多变，目前仍需人工主导。
6-04-03-03,织布工,T010,协助新员工技能培训,Ancillary,0.05,0.2,0.5,0.8,2,3,4,隐性知识传递与师徒互动依赖情感连接与经验示范，AI 难以完全替代。
6-04-03-04,意匠纹版工,T001,Interpret textile design drafts into weaving patterns,Primary,0.12,0.35,0.75,0.65,2,4,4,"AI excels at pattern generation and translation, but human oversight is needed for aesthetic nuance and material constraints."
6-04-03-04,意匠纹版工,T002,Execute manual punch operations on weaving cards,Primary,0.12,0.15,0.4,0.85,2,3,4,Physical dexterity and tactile feedback required for manual card punching are currently beyond robotic precision and cost-effectiveness.
6-04-03-04,意匠纹版工,T003,Thread and organize floral motifs on loom frames,Primary,0.12,0.1,0.3,0.9,1,2,5,"Highly manual, repetitive fine-motor task requiring human hand-eye coordination that is difficult to automate economically."
6-04-03-04,意匠纹版工,T004,Verify pattern alignment and color consistency,Primary,0.12,0.45,0.8,0.55,3,4,3,"Computer vision can detect defects, but human aesthetic judgment is required to approve complex color harmonies."
6-04-03-04,意匠纹版工,T005,Adjust loom settings based on fabric texture,Primary,0.12,0.25,0.65,0.75,2,4,4,"Requires real-time tactile feedback and adaptive decision-making based on material behavior, which AI struggles to replicate fully."
6-04-03-04,意匠纹版工,T006,Document weaving process parameters and defects,Secondary,0.1,0.85,0.9,0.2,4,5,2,Data entry and documentation are highly automatable via digital logging systems with minimal human intervention.
6-04-03-04,意匠纹版工,T007,Maintain and repair weaving equipment,Secondary,0.1,0.3,0.5,0.7,2,3,4,"Routine maintenance can be automated, but complex troubleshooting and physical repair still require human dexterity."
6-04-03-04,意匠纹版工,T008,Communicate design adjustments to production team,Secondary,0.1,0.6,0.7,0.4,3,4,3,"Communication can be facilitated by digital tools, but negotiation of design intent requires human social intelligence."
6-04-03-04,意匠纹版工,T009,Organize workspace and store pattern materials,Ancillary,0.05,0.9,0.2,0.1,5,2,1,Logistics and storage organization are easily managed by automated inventory systems and robotics.
6-04-03-04,意匠纹版工,T010,Review and archive historical design archives,Ancillary,0.05,0.95,0.85,0.05,5,4,1,Digital archiving and retrieval of historical data are fully automatable with high efficiency.
6-04-04-01,纬编工,T001,操作圆纬机进行织袜生产,Primary,0.12,0.35,0.75,0.65,2,4,4,机器自动化程度高，但换纱、穿针等物理操作仍需人工介入，AI 可辅助监控但无法完全替代手部微调。
6-04-04-01,纬编工,T002,执行织袜机挡车与巡回检查,Primary,0.12,0.4,0.7,0.6,3,4,3,巡回检查依赖视觉识别断纱和瑕疵，AI 视觉可辅助，但复杂故障的即时判断和修复仍需人工经验。
6-04-04-01,纬编工,T003,实施织袜工艺打样与调试,Primary,0.12,0.25,0.8,0.75,2,4,4,打样涉及手感与工艺参数的非线性调整，AI 可优化参数但无法完全模拟人工对织物手感的直觉判断。
6-04-04-01,纬编工,T004,监控织袜机运行状态与故障排除,Primary,0.12,0.3,0.85,0.7,2,4,4,故障诊断依赖听觉和触觉反馈，AI 可预警但复杂机械故障的修复仍需人工介入。
6-04-04-01,纬编工,T005,维护圆纬机与织袜机设备,Primary,0.12,0.2,0.6,0.8,2,3,4,设备维护涉及精密机械调整，AI 可辅助记录数据，但物理拆装和校准必须人工完成。
6-04-04-01,纬编工,T006,识别织物表面瑕疵与断纱,Secondary,0.1,0.5,0.9,0.5,3,5,3,视觉识别瑕疵是 AI 强项，但细微瑕疵的界定和人工复核仍需人类介入，AI 主要起提效作用。
6-04-04-01,纬编工,T007,记录生产数据与工艺参数,Secondary,0.1,0.8,0.95,0.2,4,5,2,数据记录是典型的数字化任务，AI 可完全自动化接管，人类仅需偶尔审计。
6-04-04-01,纬编工,T008,整理车间物料与清洁设备,Ancillary,0.05,0.6,0.4,0.3,3,3,2,清洁和整理工作涉及非结构化环境，AI 机器人可辅助但灵活性不如人工，目前替代性中等。
6-04-04-01,纬编工,T009,沟通生产异常与协调班组,Ancillary,0.05,0.7,0.5,0.4,4,3,3,沟通涉及人际互动，AI 可生成报告但无法替代现场协调与情感安抚，替代性较高但互补性低。
6-04-04-02,经编工,T001,穿引纱线至织针,Primary,0.12,0.15,0.4,0.85,2,3,4,涉及极细纱线与微小织针的精密配合，视觉与触觉反馈要求极高，AI 难以在复杂线头干扰下独立完成。
6-04-04-02,经编工,T002,监控机器运行状态,Primary,0.12,0.3,0.8,0.7,2,4,4,AI 可实时分析传感器数据预测故障，但需人工确认异常并执行复杂决策，人机互补性强。
6-04-04-02,经编工,T003,更换损坏织针组件,Primary,0.12,0.1,0.3,0.9,1,2,5,需根据织物纹理判断针位并手动微调，涉及精细手部操作，自动化替换成本高且易出错。
6-04-04-02,经编工,T004,处理突发断纱故障,Primary,0.12,0.2,0.5,0.8,2,3,4,断纱位置随机且形态多变，需人工快速识别并重新穿引，AI 难以应对非标准化突发状况。
6-04-04-02,经编工,T005,调整织物张力参数,Primary,0.12,0.25,0.7,0.75,2,4,4,AI 可自动调节基础张力，但需人工根据面料手感微调，确保成品质量符合特定工艺要求。
6-04-04-02,经编工,T006,记录生产批次数据,Secondary,0.1,0.9,0.95,0.1,5,5,1,数据录入与统计属于高结构化任务，AI 可完全接管并自动生成报表，效率远超人工。
6-04-04-02,经编工,T007,清洁机器表面油污,Secondary,0.1,0.6,0.4,0.4,3,3,3,清洁工作虽重复但涉及不规则表面，现有清洁机器人难以完全替代人工的灵活性与细致度。
6-04-04-02,经编工,T008,协助新员工操作指导,Secondary,0.1,0.1,0.2,0.9,1,2,5,涉及隐性经验传递与信任建立，AI 无法模拟资深工人的教学直觉与情感互动。
6-04-04-02,经编工,T009,整理车间废弃纱线,Ancillary,0.05,0.85,0.3,0.15,4,2,2,低价值重复性体力劳动，自动化分拣与回收系统可高效替代人工操作。
6-04-04-02,经编工,T010,填写设备维护日志,Ancillary,0.05,0.95,0.9,0.05,5,5,1,标准化文档记录工作，AI 可基于传感器数据自动生成，无需人工介入。
6-04-04-03,横机工,T001,Load knitting patterns into computerized machine,Primary,0.12,0.85,0.9,0.15,4,5,2,Pattern loading is a digital data transfer task easily automated by AI agents with high accuracy.
6-04-04-03,横机工,T002,Monitor machine operation and detect thread breaks,Primary,0.12,0.4,0.75,0.6,3,4,3,"Visual inspection of thread breaks can be augmented by computer vision, but human judgment is needed for complex fabric defects."
6-04-04-03,横机工,T003,Adjust machine tension and gauge settings,Primary,0.12,0.3,0.65,0.7,2,4,4,Fine-tuning physical machine parameters requires tactile feedback and experience-based adjustments not fully replicable by AI.
6-04-04-03,横机工,T004,Remove finished garment pieces from machine,Primary,0.12,0.2,0.5,0.8,2,3,4,"Physical removal of delicate knitted items requires dexterity and care to prevent damage, limiting full automation."
6-04-04-03,横机工,T005,Inspect and repair defective knitting stitches,Primary,0.12,0.25,0.6,0.75,2,3,4,Repairing specific stitch errors involves manual manipulation and visual assessment that AI cannot fully execute autonomously.
6-04-04-03,横机工,T006,Verify garment dimensions and quality standards,Secondary,0.1,0.5,0.8,0.5,3,4,3,"Dimensional verification can be automated via sensors, but final quality acceptance often relies on human sensory evaluation."
6-04-04-03,横机工,T007,Clean machine components and maintain equipment,Secondary,0.1,0.35,0.4,0.65,2,3,4,"Routine cleaning involves physical movement and judgment on wear levels, requiring human presence for safety and effectiveness."
6-04-04-03,横机工,T008,Communicate production status to supervisors,Secondary,0.1,0.7,0.6,0.3,4,3,2,Reporting status is a communication task easily handled by automated reporting systems or AI agents.
6-04-04-03,横机工,T009,Organize raw materials and finished goods,Ancillary,0.05,0.4,0.3,0.3,3,2,2,Material organization is a logistical task that can be partially automated but often requires human sorting for irregular items.
6-04-04-03,横机工,T010,Document production errors and machine logs,Ancillary,0.05,0.8,0.7,0.2,4,4,2,Documentation is a data entry task highly susceptible to automation and AI text generation.
6-04-05-00,非织造布制造工,T001,监控非织造布生产线运行状态,Primary,0.12,0.35,0.85,0.75,2,4,4,视觉与传感器监控可被AI高度替代，但异常判断需人工介入，AI主要提升监控效率。
6-04-05-00,非织造布制造工,T002,调节成网与固结工艺参数,Primary,0.12,0.4,0.8,0.7,3,4,4,参数调节依赖实时数据反馈，AI可自动优化，但复杂工况下的经验决策仍需人工确认。
6-04-05-00,非织造布制造工,T003,执行卷绕与成品质量检验,Primary,0.12,0.3,0.75,0.8,2,4,4,物理卷绕动作难以完全自动化，AI辅助质检可提升精度，但人工复检仍必要。
6-04-05-00,非织造布制造工,T004,排查设备机械故障与堵塞,Primary,0.12,0.2,0.6,0.85,2,3,4,物理维修与疏通需人工操作，AI可辅助诊断，但执行层面高度依赖人力。
6-04-05-00,非织造布制造工,T005,记录生产数据与生成操作日志,Primary,0.12,0.9,0.95,0.4,5,5,3,数据记录与日志生成是典型的高可替代性任务，AI可全自动完成且效率极高。
6-04-05-00,非织造布制造工,T006,协调班组生产进度与物料调配,Secondary,0.1,0.25,0.7,0.8,2,4,4,物料调配涉及物理搬运与现场协调，AI可优化调度，但人际沟通与突发处理需人工。
6-04-05-00,非织造布制造工,T007,维护设备日常清洁与润滑,Secondary,0.1,0.15,0.5,0.85,2,3,4,物理清洁与润滑需人工介入，AI无法替代体力劳动，仅能提供维护计划建议。
6-04-05-00,非织造布制造工,T008,培训新员工掌握基础操作规范,Secondary,0.1,0.3,0.65,0.75,2,4,4,技能传授涉及互动与示范，AI可辅助教学，但情感激励与现场指导需人工完成。
6-04-05-00,非织造布制造工,T009,汇报生产异常与改进建议,Ancillary,0.05,0.85,0.9,0.3,4,5,2,报告撰写与数据汇报可被AI高度自动化，仅需人工审核关键结论。
6-04-05-00,非织造布制造工,T010,整理车间安全与环保合规记录,Ancillary,0.05,0.95,0.95,0.2,5,5,2,合规记录整理为标准化文档工作，AI可全自动处理，几乎无替代障碍。
6-04-06-01,印染前处理工,T001,操作退浆与丝光设备,Primary,0.12,0.35,0.75,0.65,2,4,4,设备操作涉及物理连接与实时状态监控，AI 难以完全接管物理交互，但可显著提升参数控制精度。
6-04-06-01,印染前处理工,T002,监控工艺参数与温度,Primary,0.12,0.45,0.85,0.55,3,4,3,参数监控属于数据密集型任务，AI 可实时采集并优化，但需人工确认异常工况。
6-04-06-01,印染前处理工,T003,检查织物疵点与质量,Primary,0.12,0.5,0.6,0.5,3,3,3,视觉检测可被计算机视觉辅助，但复杂疵点的判断仍需人工经验介入，人机协作紧密。
6-04-06-01,印染前处理工,T004,分析前处理效果与调整,Primary,0.12,0.4,0.7,0.6,3,4,3,基于数据的分析调整需要领域知识推理，AI 提供建议，人工做最终决策。
6-04-06-01,印染前处理工,T005,维护设备运行状态,Primary,0.12,0.2,0.5,0.8,2,3,4,物理维护涉及非结构化环境下的机械操作，AI 无法独立完成，高度依赖人工技能。
6-04-06-01,印染前处理工,T006,记录生产数据与报表,Secondary,0.1,0.8,0.9,0.2,4,5,2,数据记录是典型的文本与数值处理任务，AI 可全自动完成，替代性极高。
6-04-06-01,印染前处理工,T007,沟通工艺异常与协调,Secondary,0.1,0.3,0.4,0.7,2,3,4,涉及人际沟通与责任界定，AI 无法建立信任，需人工协调解决突发问题。
6-04-06-01,印染前处理工,T008,整理工作现场与物料,Secondary,0.1,0.6,0.3,0.1,3,2,1,物料整理涉及非标准化物理操作，AI 机器人尚难灵活应对复杂现场。
6-04-06-01,印染前处理工,T009,学习新工艺与规范,Ancillary,0.05,0.7,0.8,0.3,4,4,2,知识更新可通过数字化工具辅助，但内化过程仍需人工认知参与。
6-04-06-01,印染前处理工,T010,执行安全操作规程,Ancillary,0.05,0.4,0.6,0.6,3,3,3,安全操作涉及伦理责任与突发判断，AI 辅助监控但无法替代人工执行。
6-04-06-02,纺织染色工,T001,操作染色设备,Primary,0.12,0.35,0.75,0.65,2,4,4,设备操作涉及物理交互和实时状态监控，AI 可辅助控制但需人工处理突发机械故障。
6-04-06-02,纺织染色工,T002,执行染色工艺,Primary,0.12,0.4,0.8,0.6,3,4,3,工艺执行依赖物理化学变化，AI 可优化参数但无法完全替代人工对物料特性的直觉判断。
6-04-06-02,纺织染色工,T003,进行打样测试,Primary,0.12,0.3,0.7,0.7,2,4,4,打样需要人工感官（色觉）确认，AI 可辅助分析但无法完全模拟人眼对细微色差的感知。
6-04-06-02,纺织染色工,T004,实施后处理工序,Primary,0.12,0.45,0.65,0.55,3,4,3,后处理涉及物理清洗和整理，自动化程度较高但需人工处理异常物料。
6-04-06-02,纺织染色工,T005,监控染色质量,Primary,0.12,0.25,0.85,0.75,2,4,4,质量监控高度依赖人工色觉和责任心，AI 可辅助检测但难以完全替代主观审美判断。
6-04-06-02,纺织染色工,T006,调配染料配方,Secondary,0.1,0.5,0.7,0.5,3,4,3,配方调配涉及化学知识，AI 可计算比例但需人工确认实际反应效果。
6-04-06-02,纺织染色工,T007,维护生产设备,Secondary,0.1,0.3,0.6,0.7,2,3,4,设备维护需要物理操作和故障诊断，AI 可预测维护但无法执行复杂物理维修。
6-04-06-02,纺织染色工,T008,记录生产数据,Secondary,0.1,0.8,0.9,0.2,4,5,2,数据记录是高度结构化任务，AI 可完全自动化采集和录入，替代性极高。
6-04-06-02,纺织染色工,T009,清理工作现场,Ancillary,0.05,0.6,0.4,0.4,3,3,3,现场清理涉及物理劳动，自动化清洁设备可部分替代但需人工监督。
6-04-06-02,纺织染色工,T010,沟通生产异常,Ancillary,0.05,0.2,0.5,0.8,2,3,4,异常沟通涉及人际互动和信任构建，AI 无法完全替代人工的协调与责任承担。
6-04-06-03,印花工,T001,操作印花机进行布料印花,Primary,0.12,0.35,0.75,0.65,2,4,4,机器操作可被自动化设备高度替代，但需人工监控异常；AI 可优化参数提升效率。
6-04-06-03,印花工,T002,执行打样工序以验证图案效果,Primary,0.12,0.4,0.7,0.6,3,4,3,打样涉及色彩微调，AI 可辅助配色，但人工视觉判断仍关键；人机协作紧密。
6-04-06-03,印花工,T003,控制蒸化过程以固定印花颜色,Primary,0.12,0.3,0.8,0.7,2,4,4,蒸化参数控制可被自动化系统接管，但需人工应对突发故障；AI 显著提升稳定性。
6-04-06-03,印花工,T004,监控印花机运行状态并处理故障,Primary,0.12,0.25,0.65,0.75,2,4,4,故障处理需人工经验判断，AI 可预测维护，但无法完全替代现场决策。
6-04-06-03,印花工,T005,检查印花成品质量与色差,Primary,0.12,0.2,0.55,0.8,2,3,4,视觉质检依赖人工色觉与经验，AI 辅助检测可提升效率，但无法完全替代主观判断。
6-04-06-03,印花工,T006,清洗印花机滚筒与配件,Secondary,0.1,0.45,0.6,0.55,3,3,3,清洗工作体力消耗大，自动化清洗设备可替代部分人力，但复杂部件仍需人工处理。
6-04-06-03,印花工,T007,记录生产数据与工艺参数,Secondary,0.1,0.85,0.9,0.4,4,5,3,数据记录高度依赖语言与逻辑，AI 可自动采集并生成报表，替代性极高。
6-04-06-03,印花工,T008,维护印花机日常润滑与保养,Secondary,0.1,0.5,0.65,0.6,3,4,3,常规保养可被自动化系统辅助，但机械结构复杂处仍需人工介入。
6-04-06-03,印花工,T009,整理工作现场与废弃物料,Ancillary,0.05,0.7,0.5,0.3,4,3,2,整理工作体力为主，AI 机器人可执行，但灵活性不如人工。
6-04-06-03,印花工,T010,沟通生产进度与团队协作,Ancillary,0.05,0.6,0.7,0.7,3,4,4,沟通依赖语言与情感互动，AI 可辅助信息传递，但人际信任构建仍需人工。
6-04-06-04,纺织印花制版工,T001,Execute color separation for complex patterns,Primary,0.12,0.35,0.85,0.65,2,4,4,AI excels at algorithmic color separation but requires human oversight for artistic intent and fabric-specific color shifts.
6-04-06-04,纺织印花制版工,T002,Construct and prepare printing screens,Primary,0.12,0.2,0.7,0.8,2,4,4,Physical handling of screens and emulsion coating involves tactile nuances that robots struggle to replicate perfectly.
6-04-06-04,纺织印花制版工,T003,Perform manual retouching of printing plates,Primary,0.12,0.15,0.6,0.85,2,3,4,Fine motor skills and visual judgment for micro-defects require human dexterity and subjective aesthetic standards.
6-04-06-04,纺织印花制版工,T004,Verify color consistency across production batches,Primary,0.12,0.4,0.75,0.6,3,4,3,"Visual inspection is partially automatable via cameras, but lighting conditions and fabric texture variations demand human verification."
